SamplePair,Mean_CMOS,Std_CMOS
HumanReferenceAudio_vs_eSpeakAudio,0.0,0.8864052604279183
HumanReferenceAudio_vs_MetaMMSAudio,0.13793103448275862,1.4814119213737202
HumanReferenceAudio_vs_gTTSAudio,2.4482758620689653,0.5061201788784759
HumanReferenceAudio_vs_IndicTTSAudio,0.6206896551724138,1.1152768107210063
HumanReferenceAudio_vs_BhashiniAudio,1.6896551724137931,0.5413902920037098
HumanReferenceAudio_vs_GoogleCloudAudio,2.793103448275862,0.4122508203948855
